what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.rse.terminals.ui,1.2.100.201305201712,"org.eclipse.rse.terminals.ui",1403697587367
stopped,bundle,org.eclipse.rse.ui,3.3.100.201305071605,"org.eclipse.rse.ui",1403697587367
stopped,bundle,com.android.ide.eclipse.gldebugger,22.6.2.v201403212031-1085508,"com.android.ide.eclipse.gldebugger",1403697587368
stopped,bundle,com.android.ide.eclipse.hierarchyviewer,22.6.2.v201403212031-1085508,"com.android.ide.eclipse.hierarchyviewer",1403697587368
stopped,bundle,com.android.ide.eclipse.traceview,22.6.2.v201403212031-1085508,"com.android.ide.eclipse.traceview",1403697587368
stopped,bundle,com.android.ide.eclipse.ddms,22.6.2.v201403212031-1085508,"com.android.ide.eclipse.ddms",1403697587368
stopped,bundle,org.eclipse.ui.console,3.5.200.v20130514-0954,"org.eclipse.ui.console",1403697587368
stopped,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1403697587368
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.ui",1403697587369
stopped,bundle,org.eclipse.wb.swing.FormLayout,1.1.0.r37x201109091143,"org.eclipse.wb.swing.FormLayout",1403697587370
stopped,bundle,org.eclipse.wb.swing.MigLayout,1.1.0.r37x201109091143,"org.eclipse.wb.swing.MigLayout",1403697587376
